ID_Nodo,Latitud,Longitud,Calle_A,Calle_B,Nombre_Esquina
4240297263,-24.7709366,-65.4145458,,,Nodo 4240297263
4240297264,-24.770912,-65.4145276,,,Nodo 4240297264
4240297265,-24.7708856,-65.4144988,,,Nodo 4240297265
4240297266,-24.7708585,-65.4144666,,,Nodo 4240297266
3460650633,-24.7708397,-65.4144159,,,Nodo 3460650633
3313256783,-24.7708377,-65.414307,,,Nodo 3313256783
12253568182,-24.7709203,-65.4128011,,,Nodo 12253568182
595505139,-24.7709268,-65.4127612,,,Nodo 595505139
11278127876,-24.7709396,-65.4127005,,,Nodo 11278127876
3460650637,-24.7709796,-65.4126139,,,Nodo 3460650637
12253568181,-24.7710342,-65.412535,,,Nodo 12253568181
1387553589,-24.7711064,-65.4124466,,,Nodo 1387553589
595505256,-24.7740304,-65.4150429,,,Nodo 595505256
2935192036,-24.7740676,-65.4152147,,,Nodo 2935192036
1025603486,-24.7741624,-65.4153869,,,Nodo 1025603486
2935192018,-24.7743084,-65.4155081,,,Nodo 2935192018
12884512052,-24.7744167,-65.4155405,,,Nodo 12884512052
595505253,-24.7744848,-65.4155608,,,Nodo 595505253
7799798728,-24.8081555,-65.4098592,,,Nodo 7799798728
985377295,-24.8075058,-65.4105075,,,Nodo 985377295
8958417897,-24.8073323,-65.4108458,,,Nodo 8958417897
1365467655,-24.8071615,-65.4111787,,,Nodo 1365467655
985377401,-24.7959056,-65.4032301,,,Nodo 985377401
12874338430,-24.7959793,-65.4032368,,,Nodo 12874338430
2080352488,-24.7961404,-65.4032508,,,Nodo 2080352488
2080352502,-24.7963658,-65.4032705,,,Nodo 2080352502
7686443989,-24.7967407,-65.4033031,,,Nodo 7686443989
12874338467,-24.7967669,-65.4032932,,,Nodo 12874338467
1551413598,-24.7967908,-65.4032753,,,Nodo 1551413598
7686443988,-24.796844,-65.4032331,,,Nodo 7686443988
5921895345,-24.7968851,-65.4032139,,,Nodo 5921895345
1365467060,-24.7979582,-65.4033378,,,Nodo 1365467060
1167270280,-24.7938456,-65.4086459,,,Nodo 1167270280
12875844268,-24.7940473,-65.4086627,,,Nodo 12875844268
2068540654,-24.7942314,-65.4086781,,,Nodo 2068540654
12874634510,-24.7942541,-65.4086799,,,Nodo 12874634510
12874634505,-24.79433,-65.408686,,,Nodo 12874634505
1168544500,-24.7950059,-65.4087406,,,Nodo 1168544500
985377272,-24.7963272,-65.4088354,,,Nodo 985377272
2052323184,-24.7969428,-65.4088748,,,Nodo 2052323184
985377273,-24.7975543,-65.4089207,,,Nodo 985377273
1170590918,-24.7987869,-65.4090268,,,Nodo 1170590918
1365467110,-24.7995128,-65.4090839,,,Nodo 1365467110
1170590849,-24.8002286,-65.4091324,,,Nodo 1170590849
1170591158,-24.8014522,-65.4092288,,,Nodo 1170591158
7805430459,-24.8026431,-65.4093259,,,Nodo 7805430459
1365467434,-24.8027135,-65.4093324,,,Nodo 1365467434
8399440892,-24.8027841,-65.4093388,,,Nodo 8399440892
8420781609,-24.8031121,-65.4093647,,,Nodo 8420781609
1365467465,-24.8034766,-65.4093973,,,Nodo 1365467465
1365467497,-24.8039653,-65.4094393,,,Nodo 1365467497
1365467518,-24.8046152,-65.4094888,,,Nodo 1365467518
1365467544,-24.8052867,-65.4095449,,,Nodo 1365467544
1365467573,-24.8059822,-65.4095959,,,Nodo 1365467573
1365467610,-24.8065203,-65.4096393,,,Nodo 1365467610
8421009346,-24.8072813,-65.4096956,,,Nodo 8421009346
8421009331,-24.8073212,-65.4096981,,,Nodo 8421009331
8421009349,-24.8073659,-65.4097012,,,Nodo 8421009349
7799798726,-24.8080495,-65.4097536,,,Nodo 7799798726
7799798730,-24.8081569,-65.4097618,,,Nodo 7799798730
567058873,-24.7896137,-65.4137381,,,Nodo 567058873
11749456236,-24.7901689,-65.4137973,,,Nodo 11749456236
11749456238,-24.7903057,-65.4138126,,,Nodo 11749456238
1167270081,-24.7908264,-65.4138686,,,Nodo 1167270081
1167270286,-24.7921204,-65.4139887,,,Nodo 1167270286
1390785577,-24.8102603,-65.4084783,,,Nodo 1390785577
1390785568,-24.8094669,-65.4084283,,,Nodo 1390785568
571784153,-24.7895261,-65.4150781,,,Nodo 571784153
11747705607,-24.7885157,-65.4150377,,,Nodo 11747705607
571784162,-24.7882499,-65.4150271,,,Nodo 571784162
2068477171,-24.7871896,-65.4149283,,,Nodo 2068477171
446390853,-24.7869253,-65.4148975,,,Nodo 446390853
571784154,-24.7894297,-65.4164623,,,Nodo 571784154
1000789497,-24.7906148,-65.4165883,,,Nodo 1000789497
1000789486,-24.7919228,-65.4167133,,,Nodo 1000789486
571784169,-24.7939671,-65.4058662,,,Nodo 571784169
12874338405,-24.7940568,-65.4058618,,,Nodo 12874338405
12875844262,-24.7943677,-65.4058836,,,Nodo 12875844262
12875844259,-24.7944871,-65.405892,,,Nodo 12875844259
12872347842,-24.7946882,-65.4059061,,,Nodo 12872347842
