ID_Origen,ID_Destino,Tipo_Via
1260427711,1260427714,tertiary
1260427714,1260427712,tertiary
446390858,12872347563,primary
12872347563,1260438511,primary
1260438511,12259994706,primary
12259994706,1260431119,primary
1260431119,12872322239,primary
12872322239,12259994710,primary
12259994710,12259994712,primary
12259994712,1260428341,primary
1260428341,446376371,primary
446376371,12259994713,primary
12259994713,1260428343,primary
1260428343,12259994685,primary
12259994685,12882427076,primary
12882427076,1260428344,primary
1260428344,1000789494,primary
1000789494,12882427088,primary
12882427088,1260438015,primary
1260438015,6096841894,primary
6096841894,12259994656,primary
12259994656,12882427107,primary
12882427107,446376367,primary
1260427715,11280289115,residential
11280289115,12259994699,residential
12259994699,12259994698,residential
12259994698,3917293114,residential
3917293114,3917293116,residential
3917293116,12259994693,residential
12259994693,1260428142,residential
12259994784,12259994785,residential
12259994785,12259994784,residential
12259994785,12259994777,residential
12259994777,12259994785,residential
12259994777,12259994776,residential
12259994776,12259994777,residential
12259994776,12259994775,residential
12259994775,12259994776,residential
12259994775,3917170716,residential
3917170716,12259994775,residential
3917170716,7681388442,residential
7681388442,3917170716,residential
7681388442,1260429782,residential
1260429782,7681388442,residential
1260429782,1260429779,residential
1260429779,1260429782,residential
1260429779,7029422221,residential
7029422221,1260429779,residential
7029422221,12259994766,residential
12259994766,7029422221,residential
12259994766,1260429781,residential
1260429781,12259994766,residential
1260429781,11280378928,residential
11280378928,1260429781,residential
11280378928,1260429783,residential
1260429783,11280378928,residential
2068540710,2068540716,residential
2068540716,7686443986,residential
7686443986,1260431089,residential
1260431089,12872347606,residential
12872347606,1260431088,residential
1260431088,12875844253,residential
12875844253,1260431087,residential
1260431087,1260431090,residential
1260431090,1260431083,residential
1260431083,12873890211,residential
12873890211,1260431082,residential
1260431082,12872322262,residential
12872322262,1260431075,residential
1260431110,12259994707,primary_link
12259994707,1260431106,primary_link
1260431106,1260431113,primary_link
1260431113,1260431115,primary_link
1260431115,7681050343,primary_link
7681050343,1260431105,primary_link
1260431105,3916353491,primary_link
3916353491,3916353490,primary_link
3916353490,1260431119,primary_link
392350369,11877258532,residential
11877258532,567058872,residential
567058872,571784162,residential
571784162,11747705611,residential
11747705611,571784157,residential
571784157,11747705612,residential
11747705612,11747705617,residential
11747705617,1167270428,residential
1167270428,1167270473,residential
1167270473,1167270390,residential
1167270390,1167270479,residential
1167270479,1824867768,residential
1824867768,1167270393,residential
1167270393,4240571032,residential
4240571032,3954626667,residential
3954626667,1194373326,residential
1194373326,392350367,residential
392350367,2052323087,residential
2052323087,1390858540,residential
1390858540,1390673961,residential
1390673961,1390944724,residential
1390944724,2052323083,residential
2052323083,1824867767,residential
1824867767,1824867766,residential
1824867766,1824867765,residential
1824867765,1167269821,residential
1167269821,1167270023,residential
1167270023,1167270032,residential
446390856,12882427160,residential
